@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 19\nSize of the tree: 21\n','Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 10\nSize of the tree: 11\n','Number of leaves: 28\nSize of the tree: 31\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.38651,0.437632,99.788444,99.992718,25.547654,25.544461,0.003193,0.824118,0.824015,0.000103,0.049949,0.001611,0.195512,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.5,0.741935,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.5,0.617066,?,0.741935,0.001,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,22,9,0,70.967742,29.032258,0,0,0.400117,0.454805,99.820083,100.022991,27.024229,27.035207,-0.010978,0.871749,0.872103,-0.000354,0.043744,0.001411,0.16187,1,22,1,9,0,0,0,0,0.709677,1,0.830189,?,0.5,0.709677,0.709677,0.709677,0.290323,0.290323,?,0.709677,?,?,0.5,0.587929,?,0.709677,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,20,10,0,66.666667,33.333333,0,-0.013514,0.391962,0.484309,100.274851,109.518391,25.099248,29.220406,-4.121158,0.836642,0.974014,-0.137372,-1.57009,-0.052336,-6.255525,0.863636,19,0.875,7,0.125,1,0.136364,3,0.730769,0.863636,0.791667,-0.014783,0.517045,0.740215,0.666667,0.67803,0.32197,0.333333,0.602564,0.666667,0.625,-0.014783,0.517045,0.639015,0.479167,0.666667,0.001,0,0,0,0,0,7555,19253,4247,100,98.333333,'Number of leaves: 19\nSize of the tree: 21\n',21,19,19
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0.001,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.38651,0.437632,99.788444,99.992718,25.547654,25.544461,0.003193,0.824118,0.824015,0.000103,0.049949,0.001611,0.195512,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.5,0.741935,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.5,0.617066,?,0.741935,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.380144,0.465298,98.144739,106.314003,25.547654,1098.687143,-1073.139489,0.824118,35.441521,-34.617403,-0.720924,-0.023256,-2.821881,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.423913,0.732711,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.423913,0.603562,?,0.741935,0,0,0,0,0,0,9279,19192,4308,96.774194,98.387097,'Number of leaves: 28\nSize of the tree: 31\n',31,28,28
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0.194805,0.353011,0.426984,91.139795,97.559773,25.547654,24.404393,1.143261,0.824118,0.787238,0.036879,1.612102,0.052003,6.310178,0.913043,21,0.75,6,0.25,2,0.086957,2,0.777778,0.913043,0.84,0.212814,0.611413,0.790401,0.741935,0.578892,0.421108,0.258065,0.706093,0.741935,0.709247,0.212814,0.611413,0.686273,0.586667,0.741935,0.001,0,0,0,0,0,5831,19192,4308,100,98.387097,'Number of leaves: 10\nSize of the tree: 11\n',11,10,10
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.38651,0.437632,99.788444,99.992718,25.547654,25.544461,0.003193,0.824118,0.824015,0.000103,0.049949,0.001611,0.195512,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.5,0.741935,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.5,0.617066,?,0.741935,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.38651,0.437632,99.788444,99.992718,25.547654,25.544461,0.003193,0.824118,0.824015,0.000103,0.049949,0.001611,0.195512,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.5,0.741935,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.5,0.617066,?,0.741935,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,22,9,0,70.967742,29.032258,0,0,0.400117,0.454805,99.820083,100.022991,27.024229,27.035207,-0.010978,0.871749,0.872103,-0.000354,0.043744,0.001411,0.16187,1,22,1,9,0,0,0,0,0.709677,1,0.830189,?,0.5,0.709677,0.709677,0.709677,0.290323,0.290323,?,0.709677,?,?,0.5,0.587929,?,0.709677,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0.015625,0,15.625,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,20,10,0,66.666667,33.333333,0,-0.119403,0.380385,0.459541,97.313148,103.917525,25.099248,26.454541,-1.355293,0.836642,0.881818,-0.045176,-0.18187,-0.006062,-0.724601,0.909091,20,1,8,0,0,0.090909,2,0.714286,0.909091,0.8,-0.161165,0.602273,0.783631,0.666667,0.757576,0.242424,0.333333,0.52381,0.666667,0.586667,-0.161165,0.602273,0.660218,0.4,0.666667,0,0,0,0,0,0,5831,19253,4247,100,100,'Number of leaves: 10\nSize of the tree: 11\n',11,10,10
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,9,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,24,7,0,77.419355,22.580645,0,0.259386,0.322472,0.404408,83.255223,92.401586,25.547654,22.325533,3.222121,0.824118,0.720178,0.103939,3.959007,0.12771,15.49656,0.956522,22,0.75,6,0.25,2,0.043478,1,0.785714,0.956522,0.862745,0.305657,0.63587,0.800632,0.774194,0.567672,0.432328,0.225806,0.754992,0.774194,0.733943,0.305657,0.63587,0.717673,0.613191,0.774194,0,0,0,0,0,0,7555,19192,4308,100,96.774194,'Number of leaves: 19\nSize of the tree: 21\n',21,19,19
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.38651,0.437632,99.788444,99.992718,25.547654,25.544461,0.003193,0.824118,0.824015,0.000103,0.049949,0.001611,0.195512,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.5,0.741935,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.5,0.617066,?,0.741935,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,22,9,0,70.967742,29.032258,0,0.047782,0.367803,0.448981,94.958601,102.585783,25.547654,26.537016,-0.989362,0.824118,0.856033,-0.031915,0.571098,0.018423,2.235423,0.913043,21,0.875,7,0.125,1,0.086957,2,0.75,0.913043,0.823529,0.056305,0.557065,0.766855,0.709677,0.671634,0.328366,0.290323,0.642473,0.709677,0.657927,0.056305,0.557065,0.645787,0.502674,0.709677,0,0,0,0,0,0,5831,19192,4308,100,100,'Number of leaves: 10\nSize of the tree: 11\n',11,10,10
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,22,9,0,70.967742,29.032258,0,0.136223,0.371326,0.448637,95.868306,102.507083,25.547654,26.396512,-0.848858,0.824118,0.8515,-0.027383,0.325229,0.010491,1.27303,0.869565,20,0.75,6,0.25,2,0.130435,3,0.769231,0.869565,0.816327,0.142247,0.589674,0.784205,0.709677,0.590112,0.409888,0.290323,0.673945,0.709677,0.685066,0.142247,0.589674,0.658245,0.562009,0.709677,0,0,0,0,0,0,5831,19192,4308,100,100,'Number of leaves: 10\nSize of the tree: 11\n',11,10,10
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,23,8,0,74.193548,25.806452,0,0,0.38651,0.437632,99.788444,99.992718,25.547654,25.544461,0.003193,0.824118,0.824015,0.000103,0.049949,0.001611,0.195512,1,23,1,8,0,0,0,0,0.741935,1,0.851852,?,0.5,0.741935,0.741935,0.741935,0.258065,0.258065,?,0.741935,?,?,0.5,0.617066,?,0.741935,0,0,0,0,0,0,3866,19192,4308,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,275,31,22,9,0,70.967742,29.032258,0,0.1571,0.359239,0.426583,89.621781,93.816139,27.024229,24.067756,2.956472,0.871749,0.776379,0.09537,2.829819,0.091284,10.471414,0.909091,20,0.777778,7,0.222222,2,0.090909,2,0.740741,0.909091,0.816327,0.177799,0.729798,0.840524,0.709677,0.578364,0.421636,0.290323,0.670848,0.709677,0.668659,0.177799,0.729798,0.726608,0.562009,0.709677,0,0,0,0,0,0,5831,19192,4308,100,98.387097,'Number of leaves: 10\nSize of the tree: 11\n',11,10,10
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0.001,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0,0.390097,0.442222,99.797724,100.00115,25.099248,25.099747,-0.000499,0.836642,0.836658,-0.000017,0.046581,0.001553,0.185586,1,22,1,8,0,0,0,0,0.733333,1,0.846154,?,0.5,0.733333,0.733333,0.733333,0.266667,0.266667,?,0.733333,?,?,0.5,0.608889,?,0.733333,0,0,0,0,0,0,3866,19253,4247,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260418.0439,276,30,21,9,0,70,30,0,0.042553,0.373888,0.462589,95.651043,104.606785,25.099248,27.120321,-2.021073,0.836642,0.904011,-0.067369,0.330218,0.011007,1.315651,0.909091,20,0.875,7,0.125,1,0.090909,2,0.740741,0.909091,0.816327,0.050252,0.596591,0.777497,0.7,0.665909,0.334091,0.3,0.632099,0.7,0.647124,0.050252,0.596591,0.675561,0.499072,0.7,0,0,0,0,0,0,7555,19253,4247,100,98.333333,'Number of leaves: 19\nSize of the tree: 21\n',21,19,19
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,20,11,0,64.516129,35.483871,0,-0.118033,0.36715,0.474054,91.595516,104.256163,27.024229,29.35681,-2.332581,0.871749,0.946994,-0.075245,0.65563,0.021149,2.426081,0.909091,20,1,9,0,0,0.090909,2,0.689655,0.909091,0.784314,-0.167968,0.598485,0.778418,0.645161,0.73607,0.26393,0.354839,0.489433,0.645161,0.55661,-0.167968,0.598485,0.655739,0.392157,0.645161,0,0,0,0,0,0,3871,19192,4308,100,100,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,25,6,0,80.645161,19.354839,0,0.330935,0.344563,0.419737,88.95852,95.903974,25.547654,24.564275,0.983379,0.824118,0.792396,0.031722,2.47529,0.079848,9.688915,1,23,0.75,6,0.25,2,0,0,0.793103,1,0.884615,0.445282,0.597826,0.809403,0.806452,0.556452,0.443548,0.193548,0.846496,0.806452,0.759553,0.445282,0.597826,0.743966,0.642308,0.806452,0,0,0,0,0,0,3871,19192,4308,100,100,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,27,4,0,87.096774,12.903226,0,0.597403,0.306003,0.368781,79.003292,84.261324,25.547654,19.670798,5.876856,0.824118,0.634542,0.189576,5.761051,0.18584,22.550215,1,23,0.5,4,0.5,4,0,0,0.851852,1,0.92,0.65263,0.774457,0.8924,0.870968,0.370968,0.629032,0.129032,0.890084,0.870968,0.854624,0.65263,0.774457,0.842305,0.793333,0.870968,0,0,0,0,0,0,3871,19192,4308,100,98.387097,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,22,9,0,70.967742,29.032258,0,-0.060837,0.326089,0.448697,84.189004,102.520856,25.547654,26.166177,-0.618523,0.824118,0.84407,-0.019952,2.988674,0.096409,11.698429,0.956522,22,1,8,0,0,0.043478,1,0.733333,0.956522,0.830189,-0.107676,0.744565,0.904777,0.709677,0.753156,0.246844,0.290323,0.544086,0.709677,0.615946,-0.107676,0.744565,0.786186,0.415094,0.709677,0,0,0,0,0,0,3871,19192,4308,100,95.16129,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,27,4,0,87.096774,12.903226,0,0.633136,0.319891,0.3554,82.588896,81.203901,25.547654,18.728977,6.818677,0.824118,0.604161,0.219957,5.246116,0.16923,20.53463,0.956522,22,0.375,3,0.625,5,0.043478,1,0.88,0.956522,0.916667,0.644064,0.907609,0.968487,0.870968,0.289446,0.710554,0.129032,0.867957,0.870968,0.864439,0.644064,0.907609,0.908438,0.815476,0.870968,0,0,0,0,0,0,3871,19192,4308,100,100,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,26,5,0,83.870968,16.129032,0,0.47099,0.318433,0.394478,82.212264,90.132628,25.547654,22.248232,3.299422,0.824118,0.717685,0.106433,4.961694,0.160055,19.421328,1,23,0.625,5,0.375,3,0,0,0.821429,1,0.901961,0.55501,0.665761,0.811157,0.83871,0.46371,0.53629,0.16129,0.867512,0.83871,0.809959,0.55501,0.665761,0.772452,0.723708,0.83871,0,0,0,0,0,0,3871,19192,4308,100,100,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,276,30,23,7,0,76.666667,23.333333,0,0.173228,0.351153,0.436204,89.834826,98.64031,25.099248,24.443188,0.65606,0.836642,0.814773,0.021869,1.62864,0.054288,6.488799,1,22,0.875,7,0.125,1,0,0,0.758621,1,0.862745,0.307941,0.619318,0.846258,0.766667,0.641667,0.358333,0.233333,0.822989,0.766667,0.691939,0.307941,0.619318,0.736846,0.542484,0.766667,0,0,0,0,0,0,3871,19253,4247,100,100,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,276,30,22,8,0,73.333333,26.666667,0,0.259259,0.342497,0.410961,87.620496,92.932083,25.099248,21.716973,3.382275,0.836642,0.723899,0.112742,2.536432,0.084548,10.10561,0.863636,19,0.625,5,0.375,3,0.136364,3,0.791667,0.863636,0.826087,0.263822,0.778409,0.919916,0.733333,0.494697,0.505303,0.266667,0.713889,0.733333,0.720083,0.263822,0.778409,0.805115,0.627329,0.733333,0,0,0,0,0,0,3871,19253,4247,100,96.666667,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,276,30,20,10,0,66.666667,33.333333,0,0.074074,0.36295,0.473868,92.852938,107.157474,25.099248,29.818478,-4.71923,0.836642,0.993949,-0.157308,0.267167,0.008906,1.064441,0.818182,18,0.75,6,0.25,2,0.181818,4,0.75,0.818182,0.782609,0.075378,0.579545,0.809276,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.075378,0.579545,0.69076,0.534161,0.666667,0,0,0,0,0,0,3871,19253,4247,96.666667,91.666667,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,276,30,23,7,0,76.666667,23.333333,0,0.173228,0.349245,0.414731,89.346725,93.784419,25.099248,22.396717,2.702531,0.836642,0.746557,0.090084,2.179907,0.072664,8.68515,1,22,0.875,7,0.125,1,0,0,0.758621,1,0.862745,0.307941,0.75,0.899847,0.766667,0.641667,0.358333,0.233333,0.822989,0.766667,0.691939,0.307941,0.75,0.803871,0.542484,0.766667,0,0,0,0,0,0,3871,19253,4247,100,100,?,?,?,?
haberman-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260418.0439,275,31,21,10,0,67.741935,32.258065,0,-0.006494,0.346118,0.421746,89.360043,96.362975,25.547654,23.528719,2.018935,0.824118,0.758991,0.065127,1.645359,0.053076,6.440354,0.869565,20,0.875,7,0.125,1,0.130435,3,0.740741,0.869565,0.8,-0.007094,0.725543,0.88621,0.677419,0.682854,0.317146,0.322581,0.614098,0.677419,0.636559,-0.007094,0.725543,0.769745,0.483333,0.677419,0,0,0,0,0,0,3871,19192,4308,100,100,?,?,?,?
